Date,Year,Type,Area,Location,Sex,Injury,Fatal,Time,Species,AgeGroup,ActivityGroup,CleanedCountry,TimeOfDay,TimePeriod,country
2009-07-11,2009.0,Provoked,,,Male,Unknown,False,,Caribbean Reef Shark,,On Boat,North America,Unknown,Unknown,Unknown
2009-07-11,2009.0,Unprovoked,California,"San Onofre, San Diego County ",Male,No injury,False,08h30,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,United States
2009-07-07,2009.0,Unprovoked,Western Cape Province,"Jogensfontein, Stilbaai",Male,Unknown,False,11h15,Unknown Shark,Adult,In Water,Unknown,Morning,Morning,Unknown
2009-07-05,2009.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Female,Unknown,False,16h00,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2009-07-04,2009.0,Provoked,Florida,"Biscayne National Park, Miami",Female,Unknown,False,15j45,Nurse Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,United States
2009-06-27,2009.0,Unprovoked,New South Wales,"Seven Mile Beach, Gerroa",Male,Unknown,False,08h45,Whale Shark,Adult,In Water,Oceania,Morning,Morning,Australia
2009-06-21,2009.0,Invalid,California,"Shell Beach, San Luis Obispo County",Male,Unknown,False,,Unknown Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,United States
2009-06-16,2009.0,Invalid,Florida,"Melbourne Beach, Brevard County",Male,Unknown,False,17h30,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
,2009.0,Provoked,,,Male,Unknown,False,,Great White Shark,,On Boat,Asia,Unknown,Unknown,Unknown
2009-06-02,2009.0,Unprovoked,St. Johns Reef,Habili Gafar,Male,Unknown,False,,Oceanic Whitetip Shark,,In Water,Africa,Unknown,Unknown,Unknown
2009-06-02,2009.0,Unprovoked,St. Johns Reef,Habili Gafar,Male,Unknown,False,,Oceanic Whitetip Shark,,In Water,Africa,Unknown,Unknown,Unknown
2009-06-01,2009.0,Unprovoked,St. Johns Reef,Habili Gafar,Female,Fatal injury,True,Morning,Oceanic Whitetip Shark,Adult,Other/Unknown,Africa,Morning,Morning,Unknown
2009-05-31,2009.0,Provoked,Off Green Island,Onboard The Fishing Vessel Chin Sheng Fa 13  ,Male,Unknown,False,20h30,Unknown Shark,Adult,On Boat,Asia,Evening,Overnight,Unknown
2009-05-25,2009.0,Provoked,Florida,"Clearwater Beach, Pinellas County",Male,Unknown,False,20h30,Unknown Shark,,In Water,Other/Unknown,Evening,Overnight,United States
2009-05-17,2009.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,09h35,Blacktip Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2009-05-16,2009.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,10h27,Blacktip Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2009-05-16,2009.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,10h16,Blacktip Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2009-05-12,2009.0,Provoked,North Region,Ritidian Point,Male,Unknown,False,Afternoon,Blacktip Shark,Adult,On Boat,Oceania,Afternoon,Afternoon,Unknown
2009-03-06,2009.0,Provoked,Exuma Islands,,Male,Unknown,False,,Unknown Shark,Adult,On Boat,North America,Unknown,Unknown,Unknown
2009-04-28,2009.0,Unprovoked,Florida,"St. Augustine, St. John'S County",Female,Unknown,False,16h45,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Evening,Unknown
,2009.0,Unprovoked,California,"San Onofre State Beach, San Diego County",Male,No injury,False,10h00,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,United States
2009-04-21,2009.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,Late afternoon,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2009-04-20,2009.0,Unprovoked,Batangas Province,Mabini,Male,Unknown,False,0500,Unknown Shark,Adult,In Water,Asia,Unknown,Unknown,Pilipinas
2009-04-19,2009.0,Unprovoked,Florida,"Carlin Park, Jupiter Inlet",Male,Unknown,False,16h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,Unknown
2009-04-17,2009.0,Unprovoked,Florida,"Walton Rocks, St Lucie County",Male,Unknown,False,13h15,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2009-04-11,2009.0,Invalid,Hawaii,Kona,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Other/Unknown,Unknown,Unknown,United States
2009-04-12,2009.0,Unprovoked,New South Wales,Fingal Bay,Male,No injury,False,08h00,Unknown Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Australia
2009-04-06,2009.0,Invalid,Kwazulu-Natal,Umtentweni,Male,Unknown,False,Morning,Unknown Shark,Adult,In Water,Unknown,Morning,Morning,South Africa
2009-04-06,2009.0,Unprovoked,California,San Diego County,Male,Unknown,False,07h45,Great White Shark,,On Boat,Other/Unknown,Morning,Morning,United States
2009-04-03,2009.0,Unprovoked,Florida,"Sanibel Island, Lee County",Male,Unknown,False,16h00,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2009-03-27,2009.0,Provoked,Eastern Cape Province,2-3 Km North Of Sunday'S River Mouth,Male,Unknown,False,,Sand Tiger Shark,Adult,On Boat,Unknown,Unknown,Unknown,Unknown
2009-03-21,2009.0,Unprovoked,Eastern Cape Province,"Second Beach, Port St. John'S",Male,Fatal injury,True,Afternoon,Unknown Shark,Teen,In Water,Unknown,Afternoon,Afternoon,Unknown
2009-03-20,2009.0,Unprovoked,New South Wales,Blue Bay,Male,Unknown,False,18h45,Bronze Whaler Shark,Teen,In Water,Oceania,Evening,Evening,Australia
2009-03-19,2009.0,Unprovoked,New South Wales,South Broulee,Male,No injury,False,Early morning,Unknown Shark,,In Water,Oceania,Morning,Morning,Unknown
2009-03-19,2009.0,Unprovoked,New South Wales,Bateman'S Bay,Female,No injury,False,07h45,Unknown Shark,,In Water,Oceania,Morning,Morning,Australia
2009-03-18,2009.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Female,Minor injury,False,17h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,United States
,2009.0,Unprovoked,Strait Of Malacca,Pulau Payar Island,Female,Minor injury,False,,Blacktip Reef Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
2009-03-17,2009.0,Unprovoked,Hawaii,Alenuihaha Channel,Male,Minor injury,False,20h00,Cookiecutter Shark,Senior,In Water,Other/Unknown,Evening,Overnight,Unknown
,2009.0,Provoked,Western Australia,"The Natural Jetty, Rottnest Island",Male,Unknown,False,,Wobbegong Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
2009-03-06,2009.0,Unprovoked,South Province,Bourail,Male,Fatal injury,True,11h30,Unknown Shark,Teen,In Water,Oceania,Morning,Morning,France
2009-03-02,2009.0,Provoked,Western Cape Province,Off Cape Point,Male,Unknown,False,13h30,Unknown Shark,Adult,On Boat,Unknown,Afternoon,Afternoon,Unknown
2009-03-01,2009.0,Boatomg,North Island,Taranaki,Male,No injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
2009-03-01,2009.0,Unprovoked,New South Wales,Avalon,Male,Unknown,False,06h45,Unknown Shark,Teen,In Water,Oceania,Morning,Morning,Australia
2009-02-22,2009.0,Unprovoked,Queensland,Batt Reef,Male,Unknown,False,10h15,Unknown Shark,,On Boat,Oceania,Morning,Morning,Unknown
2009-02-18,2009.0,Unprovoked,New South Wales,"Shelly Beach, Near Port Macquarie",Male,No injury,False,17h00,Unknown Shark,,In Water,Oceania,Afternoon,Evening,Unknown
2009-02-12,2009.0,Unprovoked,New South Wales,"Bondi Beach, Sydney",Male,Unknown,False,19h30,Great White Shark,Adult,In Water,Oceania,Evening,Evening,Australia
2009-02-11,2009.0,Unprovoked,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",Male,Unknown,False,Before 07h00,Bull Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
2009-02-08,2009.0,Sea Disaster,Puerto Rico,Quebradillas,Male,Unknown,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
2009-02-07,2009.0,Unprovoked,New South Wales,Cellito Beach,Male,No injury,False,11h00,Great White Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
2009-02-07,2009.0,Unprovoked,New South Wales,Sandon,Male,No injury,False,07h30,Unknown Shark,,In Water,Oceania,Morning,Morning,Australia
,2009.0,Provoked,,Onboard The Fishing Vessel Nuevo Cedes ,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Europe,Unknown,Unknown,Unknown
,2009.0,Invalid,,Praia Do Olho D'Aqua,Male,Unknown,False,,Unknown Shark,Teen,Other/Unknown,South America,Unknown,Unknown,Unknown
2009-01-25,2009.0,Unprovoked,Guantanamo Province,Guantanamo Bay,Male,Unknown,False,10h30,Bull Shark,Teen,On Boat,North America,Morning,Morning,Unknown
2009-01-24,2009.0,Boat,North Island,Alderman Islands,Unknown,No injury,False,19h00,Unknown Shark,,On Boat,Oceania,Evening,Evening,Unknown
2009-01-24,2009.0,Unprovoked,New South Wales,"Surf Beach, Batemans Bay",Male,Unknown,False,16h30,Unknown Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
2009-01-24,2009.0,Unprovoked,Eastern Cape Province,"Second Beach, Port St. John'S",Male,Fatal injury,True,14h00,Tiger Shark,Adult,In Water,Unknown,Afternoon,Afternoon,Unknown
2009-01-23,2009.0,Invalid,MaranhÃ£o,Olho D'Ãgua ,Male,Unknown,False,,Unknown Shark,Teen,In Water,South America,Unknown,Unknown,Unknown
2009-01-18,2009.0,Boat,Victoria,Off Tower Hill,Male,No injury,False,09h20,Great White Shark,,On Boat,Oceania,Morning,Morning,Unknown
2009-01-16,2009.0,Unprovoked,South Island,Karitane Beach,Male,No injury,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,2009.0,Unprovoked,Western Cape Province,"Shark Alley, Off Gansbaai",Unknown,Fatal injury,True,,Great White Shark,,Other/Unknown,Unknown,Unknown,Unknown,Unknown
2009-01-12,2009.0,Unprovoked,New South Wales,"Windang,       Lake Illawara",Male,Unknown,False,10h45,Dusky Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
2009-01-11,2009.0,Unprovoked,Tasmania,Binalong Bay,Female,Unknown,False,15h45,Great White Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Australia
2009-01-11,2009.0,Unprovoked,New South Wales,Fingal Beach,Male,Unknown,False,09h00,Great White Shark,Adult,In Water,Oceania,Morning,Morning,Australia
,2009.0,Boat,North Island,Hawkes Bay,Unknown,No injury,False,,Shortfin Mako Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
2009-01-10,2009.0,Unprovoked,Galapagos Islands,Isla Isabella,Male,Unknown,False,,Unknown Shark,Adult,In Water,South America,Unknown,Unknown,Unknown
2009-01-06,2009.0,Unprovoked,North Island,Haumoana ,Male,Unknown,False,17h30,Broadnose Sevengill Shark,Adult,In Water,Oceania,Afternoon,Evening,Unknown
,2009.0,Unprovoked,Guantanamo Province,Guantanamo,Unknown,Unknown,False,,Bull Shark,,On Boat,North America,Unknown,Unknown,Unknown
2008-12-30,2008.0,Invalid,Western Australia,Port Kennedy Beach,Unknown,Unknown,False,09h30,Unknown Shark,,Other/Unknown,Oceania,Morning,Morning,Unknown
2008-12-27,2008.0,Boating,Tasmania,Near Schouten Island,Unknown,No injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
2008-12-27,2008.0,Unprovoked,New South Wales,Seal Rocks,Male,No injury,False,,Unknown Shark,Child,Other/Unknown,Oceania,Unknown,Unknown,Australia
2008-12-27,2008.0,Boating,New South Wales,"Long Reef, North Of Sydney",Male,No injury,False,11h00,Great White Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
2008-12-27,2008.0,Unprovoked,Western Australia,Port Kennedy Beach,Male,Fatal injury,True,07h00,Great White Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
2008-12-20,2008.0,Boating,California,"Dillon Beach, Marin County",Male,No injury,False,15h00,Great White Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-12-14,2008.0,Unprovoked,North Island,Maraetai,Male,Unknown,False,,Bronze Whaler Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
2008-12-10,2008.0,Provoked,Western Cape Province,Plettenberg Bay,Male,Unknown,False,20h00,Sand Tiger Shark,Teen,On Boat,Unknown,Evening,Overnight,South Africa
2006-12-06,2008.0,Boating,New South Wales,Mowarry Point,Unknown,Unknown,False,Morning,Great White Shark,,On Boat,Oceania,Morning,Morning,Australia
,2008.0,Unprovoked,Inhambane Province,Chidenguele,Male,Fatal injury,True,,Unknown Shark,,On Boat,Africa,Unknown,Unknown,Unknown
2008-11-28,2008.0,Unprovoked,Red Sea,Elphinstone Reef,Female,Unknown,False,Morning,Oceanic Whitetip Shark,,In Water,Africa,Morning,Morning,مصر
2008-11-25,2008.0,Sea Disaster,Batanes Provine,Luzon Strait,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
2008-11-24,2008.0,Unprovoked,Galapagos Islands,Santa Cruz,Female,Unknown,False,,Unknown Shark,,Other/Unknown,South America,Unknown,Unknown,Unknown
2008-11-09,2008.0,Boating,South Australia,North Haven,Male,No injury,False,,Bronze Whaler Shark,,On Boat,Oceania,Unknown,Unknown,Australia
2008-11-09,2008.0,Sea Disaster,,50 Miles Off Kaohsiung,Male,Fatal injury,True,,Unknown Shark,Adult,On Boat,Asia,Unknown,Unknown,Unknown
2008-11-06,2008.0,Unprovoked,Luzon,"Off Paoay, Ilocos Norte Province",Male,Fatal injury,True,10h00 -- 11h00,Unknown Shark,Adult,On Boat,Asia,Morning,Morning,Unknown
2008-10-22,2008.0,Provoked,New South Wales,"Oceanworld, Manley",Male,Unknown,False,17h20,Grey Nurse Shark,Adult,In Water,Oceania,Afternoon,Evening,Unknown
2008-10-21,2008.0,Unprovoked,,,Male,Unknown,False,11h00,Lemon Shark,Adult,On Boat,Oceania,Morning,Morning,Unknown
2008-10-12,2008.0,Provoked,Northern Territory,Darwin,Male,Unknown,False,,Reef Shark,Adult,On Boat,Oceania,Unknown,Unknown,Australia
2008-10-11,2008.0,Unprovoked,New South Wales,Lake Macquarie,Male,No injury,False,15h30,Unknown Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Australia
2008-10-08,2008.0,Unprovoked,Florida,"Santa Rosa Beach, Walton County",Male,Unknown,False,12h00,Unknown Shark,Child,On Boat,Other/Unknown,Afternoon,Afternoon,United States
2008-10-06,2008.0,Unprovoked," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Male,Unknown,False,12h00,Great White Shark,Adult,On Boat,Europe,Afternoon,Afternoon,Unknown
2008-09-28,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,11h45,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2008-09-28,2008.0,Unprovoked,Florida,Bethune Beach,Male,Unknown,False,11h00,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2008-09-15,2008.0,Provoked,Northern Territory,Near Croker Island,Male,Unknown,False,14h30,Bronze Whaler Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
2008-09-14,2008.0,Unprovoked,Florida,"Ormond-By-The-Sea, Volusia County",Male,Unknown,False,12h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-09-09,2008.0,Unprovoked,Hawaii,"Ka'A'Awa, Oahu",Male,Unknown,False,16h30,Tiger Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,Unknown
2008-09-08,2008.0,Unprovoked,California,"Surf Beach, Lompoc, Santa Barbara County",Male,No injury,False,10h30,Great White Shark,,In Water,Other/Unknown,Morning,Morning,Unknown
2008-09-07,2008.0,Unprovoked,New South Wales,"Clarks Beach, Byron Bay",Male,Unknown,False,12h00,Unknown Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
2008-09-06,2008.0,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Male,Minor injury,False,12h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-09-06,2008.0,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Male,Minor injury,False,12h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-09-01,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,10h00,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
,2008.0,Unprovoked,Florida,Hutchinson Island,Male,Unknown,False,Morning,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,United States
2008-08-30,2008.0,Unprovoked,New South Wales,"Tallow Beach, Byron Bay",Male,No injury,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Australia
2008-08-30,2008.0,Invalid,Hawaii,"Mckenzie Beach Park In Pahoa, Hawai'I ",Male,Unknown,False,19h20,Unknown Shark,Adult,In Water,Other/Unknown,Evening,Evening,Unknown
2008-08-30,2008.0,Provoked,North Devon, Lundy Island,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Europe,Unknown,Unknown,Unknown
2008-08-28,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,12h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-08-27,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,11h00,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2008-08-24,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,15h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-08-24,2008.0,Invalid,North Carolina,"Surf City, Topsail Island, Pender County",Female,Unknown,False,18h00,Unknown Shark,Adult,In Water,Other/Unknown,Evening,Evening,Unknown
2008-08-20,2008.0,Unprovoked,Florida,"Sanibel Island, Lee County",Male,Unknown,False,14h45,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-08-18,2008.0,Invalid,South Carolina,"North Myrtle Beach, Horry County",Male,Minor injury,False,,Unknown Shark,Child,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
2008-08-16,2008.0,Unprovoked,Us Virgin Islands,Buck Island,Female,Unknown,False,Dusk,Bull Shark,Adult,Other/Unknown,Other/Unknown,Overnight,Unknown,United States
2008-08-12,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Female,Unknown,False,12h05,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2008-08-11,2008.0,Unprovoked,Hawaii,"Ala Moana Beach Park, Oah'U",Male,No injury,False,14h00,Tiger Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
2008-07-30,2008.0,Unprovoked,Victoria,Levys Beach,Male,No injury,False,10h30,Great White Shark,Adult,In Water,Oceania,Morning,Morning,Australia
,2008.0,Unprovoked,,,Male,Unknown,False,,Great White Shark,,Other/Unknown,Unknown,Unknown,Unknown,Unknown
2008-07-27,2008.0,Unprovoked,San Carlos,Playa Teta,Male,Unknown,False,18h00,Unknown Shark,,In Water,Central America,Evening,Evening,Panamá
2008-07-26,2008.0,Unprovoked,Cabo San Lucas,,Male,Unknown,False,,Unknown Shark,Adult,In Water,North America,Unknown,Unknown,Unknown
2008-07-26,2008.0,Unprovoked,Hawaii,"Honokowai, Maui",Male,Minor injury,False,15h30,Reef Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-07-25,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,09h00,Unknown Shark,Teen,In Water,Other/Unknown,Morning,Morning,United States
2008-07-25,2008.0,Unprovoked,Hawaii,"Lahilahi Point, Oahu",Female,Unknown,False,08h45,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Morning,Morning,Unknown
2008-07-24,2008.0,Unprovoked,North Carolina,"Surf City, Topsail Island, Pender County",Male,Minor injury,False,,Unknown Shark,Child,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
2008-07-24,2008.0,Unprovoked,North Carolina,"Topsail Island, Pender County",Female,Unknown,False,13h00,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2008-07-23,2008.0,Provoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,14h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-07-19,2008.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,13h55,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2008-07-18,2008.0,Unprovoked,,Daedalus Reef,Male,Unknown,False,,Oceanic Whitetip Shark,,In Water,Africa,Unknown,Unknown,Unknown
2008-07-13,2008.0,Invalid,North Carolina,"Carolina Beach, New Hanover County",Male,Unknown,False,,Unknown Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,United States
2008-07-11,2008.0,Unprovoked,South Carolina,"Isle Of Palms, Charleston County",Male,Unknown,False,14h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2008-07-09,2008.0,Unprovoked,North Carolina,"Emerald Isle, Carteret County",Female,Unknown,False,19h30,Unknown Shark,Teen,In Water,Other/Unknown,Evening,Evening,United States
2008-07-05,2008.0,Unprovoked,South Carolina,"Litchfield Beach, Georgetown County",Female,Unknown,False,14h21,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
,2008.0,Boating,Sussex,"Rock-A-Nore, Hastings",Male,No injury,False,,Unknown Shark,Teen,Other/Unknown,Europe,Unknown,Unknown,United Kingdom
2008-06-28,2008.0,Invalid,Hawaii,"Kamilo Point, Hawai'I",Male,Unknown,False,Afternoon,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
